receipt_date,region,channel,brand,sum,sum_of_brand,total_amount,percent_of_brand_sales
2019-08-31,Ленинградская область,chain,parliament,7818,12829553,18989072,0.68
2019-08-31,Ленинградская область,nonchain,parliament,56353,12829553,18989072,0.68
2019-08-31,Московская область,chain,parliament,5975,12829553,18989072,0.68
2019-08-31,Московская область,nonchain,parliament,72975,12829553,18989072,0.68
2019-08-31,Новосибирская область,chain,parliament,26361,12829553,18989072,0.68
2019-08-31,Новосибирская область,nonchain,parliament,36060,12829553,18989072,0.68
2019-08-31,Санкт-Петербург,chain,parliament,10132,12829553,18989072,0.68
2019-08-31,Санкт-Петербург,nonchain,parliament,51555,12829553,18989072,0.68
2019-08-31,Свердловская область,chain,parliament,19728,12829553,18989072,0.68
2019-08-31,Свердловская область,nonchain,parliament,50395,12829553,18989072,0.68
2019-08-31,г. Москва,chain,parliament,6404,12829553,18989072,0.68
2019-08-31,г. Москва,nonchain,parliament,48179,12829553,18989072,0.68
